Test,Code,block size,Max Kernel,Min Kernel,Avg Kernel,Max GPU Time,Min GPU Time,Avg GPU Time
circle-out-512,cuda-basic,4,251.201889,246.882172,248.69,291.087921,270.008942,279.354
circle-out-512,cuda-basic,8,58.145599,57.341854,57.9355,99.098335,77.922432,95.7287
circle-out-512,cuda-basic,16,21.972609,21.042721,21.4687,62.993023,41.247967,49.9956
circle-out-512,cuda-basic,32,20.170303,19.441343,19.8673,61.293983,39.729118,53.5919
circle-out-512,cuda-basic-4,4,71.602814,71.344704,71.4588,81.829056,77.927872,79.0923
circle-out-512,cuda-basic-4,8,16.724192,16.044191,16.4276,30.342913,22.446592,26.9471
circle-out-512,cuda-basic-4,16,10.157120,9.495168,9.82796,23.780289,16.413857,19.9888
circle-out-512,cuda-basic-4,32,12.076352,11.472448,11.7984,25.685856,18.519264,22.2896
circle-out-512,cuda-opt,4,71.955009,71.140671,71.4558,84.418335,78.191681,80.538
circle-out-512,cuda-opt,8,16.169664,15.518816,15.8869,29.908768,22.442272,26.414
circle-out-512,cuda-opt,16,10.243584,9.464672,9.84757,23.852032,16.415071,20.5726
circle-out-512,cuda-opt,32,12.399840,11.734944,12.0094,26.081152,18.697727,21.2607
