Test,Code,block size,Max Kernel,Min Kernel,Avg Kernel,Max GPU Time,Min GPU Time,Avg GPU Time
circle-in-512,cuda-basic,4,149.958023,148.850693,149.49,190.693817,169.314972,182.037
circle-in-512,cuda-basic,8,23.878401,23.096256,23.3965,64.600128,43.056927,50.8806
circle-in-512,cuda-basic,16,10.166112,9.454464,9.85914,51.017632,29.930208,42.313
circle-in-512,cuda-basic,32,8.619584,7.993568,8.3756,49.111488,28.219936,41.0796
circle-in-512,cuda-basic-4,4,25.502720,24.754911,25.2089,39.267136,31.682688,35.826
circle-in-512,cuda-basic-4,8,6.390368,5.894624,6.2063,19.866913,12.932352,17.0459
circle-in-512,cuda-basic-4,16,5.045728,4.423328,4.68502,18.499231,11.403520,14.3536
circle-in-512,cuda-basic-4,32,5.596736,5.009696,5.27555,19.362207,11.972672,14.9921
circle-in-512,cuda-opt,4,25.068031,24.404224,24.8007,38.763103,30.938433,36.299
circle-in-512,cuda-opt,8,7.076928,6.501312,6.64892,20.835297,13.438528,15.0228
circle-in-512,cuda-opt,16,4.809376,4.250944,4.55768,18.387072,11.179776,15.0625
circle-in-512,cuda-opt,32,5.656128,5.106176,5.30487,19.395073,12.044960,14.3283
