Test,Code,block size,Max Kernel,Min Kernel,Avg Kernel,Max GPU Time,Min GPU Time,Avg GPU Time
circle-out-1024,cuda-basic,4,1479.273560,1472.841797,1476.41,1601.054565,1545.884399,1575.79
circle-out-1024,cuda-basic,8,401.478027,400.134857,400.431,551.429016,473.305725,491.13
circle-out-1024,cuda-basic,16,125.540161,124.420189,124.891,275.021973,197.351334,237.347
circle-out-1024,cuda-basic,32,98.557091,68.769821,78.7938,225.810242,143.135040,177.697
circle-out-1024,cuda-basic-4,4,506.283783,504.666840,505.26,546.464417,525.160645,532.886
circle-out-1024,cuda-basic-4,8,82.906464,81.986465,82.5685,123.973473,102.223648,117.548
circle-out-1024,cuda-basic-4,16,38.386623,37.322720,37.7805,79.183235,56.926815,68.0937
circle-out-1024,cuda-basic-4,32,45.262016,44.636513,44.9461,86.243935,64.637283,74.0244
circle-out-1024,cuda-opt,4,513.094360,511.616028,512.282,554.063293,532.900391,542.092
circle-out-1024,cuda-opt,8,81.785439,80.751549,81.2025,122.635010,100.856674,111.04
circle-out-1024,cuda-opt,16,38.076736,37.312000,37.6176,74.358528,57.417824,64.7643
circle-out-1024,cuda-opt,32,46.899265,45.759296,46.2287,87.825729,65.967972,76.0836
