Test,Code,block size,Max Kernel,Min Kernel,Avg Kernel,Max GPU Time,Min GPU Time,Avg GPU Time
circle-out-2048,cuda-basic,4,11108.791992,11083.167969,11094.5,11577.386719,11376.780273,11447.4
circle-out-2048,cuda-basic,8,1674.598022,1660.501709,1668.58,2147.126465,1949.938477,2028.03
circle-out-2048,cuda-basic,16,892.958618,891.050537,891.924,1370.167236,1174.863037,1295.43
circle-out-2048,cuda-basic,32,362.127197,360.930420,361.453,838.768433,647.535583,737.429
circle-out-2048,cuda-basic-4,4,2686.761475,2646.603516,2674.55,2793.229004,2720.201416,2761.24
circle-out-2048,cuda-basic-4,8,555.705139,554.646973,555.2,687.237732,628.891418,656.51
circle-out-2048,cuda-basic-4,16,202.722748,201.610107,202.259,352.614563,282.938568,326.736
circle-out-2048,cuda-basic-4,32,205.123871,175.471970,197.894,354.354675,284.592438,321.345
circle-out-2048,cuda-opt,4,2563.676025,2525.535400,2546.71,2685.356445,2622.057861,2647.42
circle-out-2048,cuda-opt,8,550.104187,548.705383,549.697,699.291138,623.552368,669.376
circle-out-2048,cuda-opt,16,202.657120,201.576828,202.196,353.088318,297.268250,328.581
circle-out-2048,cuda-opt,32,209.581665,180.498566,196.701,359.491028,257.213196,305.22
